Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
224,Justin Jackson,SF,23,SAC,28,2,20.1,2.5,5.6,0.449,1,2.9,0.346,1.5,2.7,0.56,0.538,0.7,0.9,0.731,0.4,2.1,2.5,1.4,0.4,0.2,0.4,1.2,6.7
225,Reggie Jackson,PG,28,DET,27,27,28.4,5,12.7,0.397,2,6,0.331,3,6.7,0.456,0.475,3.1,3.6,0.866,0.6,2,2.6,4.3,0.8,0.1,1.9,3.1,15.2
226,LeBron James,PF,34,LAL,30,30,34.7,10.2,19.6,0.519,2.1,5.8,0.37,8,13.8,0.581,0.573,5.2,7.7,0.683,0.9,6.8,7.7,7,1.3,0.7,3.4,1.6,27.7
227,Jonas Jerebko,PF,31,GSW,30,5,20.5,2.6,5.4,0.475,1.1,3,0.371,1.5,2.4,0.603,0.577,1.1,1.4,0.805,1.3,4.1,5.4,1.8,0.4,0.2,0.9,2.6,7.3
228,Alize Johnson,PF,22,IND,4,0,3,0.3,0.8,0.333,0,0,,0.3,0.8,0.333,0.333,0,0.5,0,0,1,1,0,0,0.3,0,0.8,0.5
229,Amir Johnson,C,31,PHI,28,1,10,1.5,2.8,0.538,0.2,0.5,0.4,1.3,2.3,0.571,0.577,0.6,0.8,0.783,0.8,2,2.8,1.2,0.3,0.3,1,2.1,3.9
230,James Johnson,PF,31,MIA,14,12,20,2.9,7.5,0.381,0.8,2.9,0.268,2.1,4.6,0.453,0.433,1.1,1.4,0.8,0.5,2.5,3,2.3,0.5,0.4,1.4,2.4,7.6
231,Stanley Johnson,SF,22,DET,23,7,22.6,3.5,8.8,0.399,1.3,4.5,0.282,2.3,4.3,0.52,0.47,1,1.3,0.793,0.9,3.4,4.3,1.3,1,0.2,1.4,2,9.3
232,Tyler Johnson,PG,26,MIA,22,2,25.2,4,9.1,0.433,1.5,4.2,0.37,2.4,5,0.486,0.517,1.5,2.1,0.723,0.5,2.5,3,2.3,0.9,0.5,1.4,2,11
233,Wesley Johnson,SF,31,NOP,21,13,16.7,1.5,3.6,0.421,0.9,2.1,0.432,0.6,1.5,0.406,0.546,0.2,0.3,0.833,0.5,2,2.5,0.8,0.4,0.3,0.6,2,4.2
234,Nikola Jokic,C,23,DEN,29,29,30.8,6.4,13.3,0.483,1,3.4,0.296,5.4,10,0.547,0.521,3.8,4.5,0.838,2.6,7.4,9.9,7.5,1.4,0.7,2.9,2.9,17.7
235,Damian Jones,C,23,GSW,24,22,17.1,2.2,3.1,0.716,0,0,,2.2,3.1,0.716,0.716,1,1.5,0.649,1.3,1.8,3.1,1.2,0.5,1,0.7,2.6,5.4
236,Derrick Jones,SF,21,MIA,19,4,16.7,2.4,5.2,0.459,0.4,1.3,0.32,1.9,3.8,0.507,0.5,0.9,1.6,0.567,1.7,2.6,4.3,0.5,0.8,0.7,0.6,1.9,6.1
237,Jalen Jones,SF,25,CLE,6,0,8.3,1,2.3,0.429,0.7,1.2,0.571,0.3,1.2,0.286,0.571,0.5,0.7,0.75,0.2,1.5,1.7,0.3,0.2,0.2,0.2,1,3.2
238,Tyus Jones,PG,22,MIN,28,2,17.7,1.5,4.5,0.323,0.5,1.8,0.275,1,2.7,0.355,0.378,0.5,0.6,0.722,0.3,1.4,1.6,2.8,1.1,0,0.5,0.9,3.9
239,DeAndre Jordan,C,30,DAL,28,28,31.4,4.1,6.6,0.62,0,0,,4.1,6.6,0.62,0.62,2.9,3.8,0.748,3,10.9,13.9,2.1,0.6,1,2.4,2.4,11
240,Cory Joseph,PG,27,IND,30,0,26.2,3.2,6.9,0.457,0.9,2.3,0.391,2.3,4.6,0.489,0.522,0.3,0.5,0.5,0.4,3.2,3.6,3.9,1.3,0.2,1.2,1.6,7.5
241,Frank Kaminsky,PF,25,CHO,18,0,12.6,2.2,4.6,0.488,0.7,2,0.333,1.6,2.6,0.609,0.561,1.1,1.6,0.69,0.7,1.9,2.6,1.1,0.2,0.3,0.8,1.3,6.2
242,Enes Kanter,C,26,NYK,31,19,27.3,6.3,11.2,0.559,0.2,0.5,0.357,6.1,10.7,0.568,0.566,2.5,3,0.83,4.2,7.3,11.5,2,0.4,0.4,2.1,2.6,15.2
243,Luke Kennard,SG,22,DET,10,4,19,2.9,6.2,0.468,1.1,2.9,0.379,1.8,3.3,0.545,0.556,0.1,0.2,0.5,0.1,2.8,2.9,1.3,0.3,0.3,1.2,1.8,7
244,Michael Kidd-Gilchrist,PF,25,CHO,22,1,19.5,3,6.4,0.475,0.3,0.7,0.375,2.8,5.7,0.488,0.496,1.6,2,0.778,1.8,3.5,5.3,1.1,0.4,1.1,0.7,2.9,8
245,George King,SF,25,PHO,1,0,6,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0
246,Maxi Kleber,PF,27,DAL,25,0,17.8,2.3,5.3,0.432,0.9,3,0.289,1.4,2.2,0.625,0.515,1,1.2,0.8,1.2,2.4,3.6,0.7,0.5,1.2,0.6,1.4,6.4
247,Brandon Knight,G,27,HOU,2,0,4,0,1,0,0,0.5,0,0,0.5,0,0,0,0,,0,0.5,0.5,0.5,0,0,0,1,0
248,Kevin Knox,PF,19,NYK,24,6,22.9,3.8,10.2,0.367,1.5,4.3,0.359,2.2,5.9,0.373,0.443,1.5,2.3,0.625,0.8,3.2,3.9,0.9,0.5,0.4,1.1,2,10.5
249,Furkan Korkmaz,SG,21,PHI,23,2,14.1,2.1,5.3,0.397,0.9,2.9,0.313,1.2,2.3,0.5,0.483,0.5,0.6,0.857,0.3,1.9,2.2,1.3,0.7,0.1,0.5,1.2,5.6
250,Luke Kornet,PF,23,NYK,9,0,6.3,0.7,1.8,0.375,0.4,1.3,0.333,0.2,0.4,0.5,0.5,0.2,0.2,1,0.6,0.9,1.4,0.3,0.2,0.4,0.2,0.3,2
251,Kyle Korver,PF-SG,37,TOT,24,0,16.1,2.4,5.5,0.439,1.7,3.9,0.43,0.8,1.6,0.462,0.591,0.7,0.8,0.8,0.1,1.7,1.8,0.9,0.2,0.2,1,1.4,7.2
251,Kyle Korver,PF,37,CLE,16,0,15.7,2.2,4.8,0.461,1.6,3.4,0.463,0.6,1.4,0.455,0.625,0.8,1,0.813,0,1.8,1.8,1.1,0.2,0.1,1.1,1.4,6.8
251,Kyle Korver,SG,37,UTA,8,0,16.9,2.9,7,0.411,1.9,4.9,0.385,1,2.1,0.471,0.545,0.4,0.5,0.75,0.3,1.5,1.8,0.6,0.1,0.3,0.8,1.4,8
252,Kosta Koufos,C,29,SAC,15,0,14.8,1.9,3.8,0.509,0,0,,1.9,3.8,0.509,0.509,0.1,0.1,0.5,1.2,4.1,5.3,1.1,0.7,0.5,0.6,1.9,3.9
253,Rodions Kurucs,SF,20,BRK,14,2,15.3,3,5.9,0.512,0.6,2.2,0.29,2.4,3.6,0.647,0.567,1.3,1.4,0.947,0.9,2.4,3.4,0.4,0.4,0.1,0.9,1.7,7.9
254,Kyle Kuzma,SF,23,LAL,30,28,31.8,7.1,14.6,0.485,1.7,5.6,0.311,5.3,9,0.593,0.545,2.2,2.8,0.776,0.8,4.8,5.6,2.2,0.6,0.6,1.7,2.3,18.1
255,Skal Labissiere,PF,22,SAC,7,0,5.7,0.9,1.9,0.462,0.1,0.7,0.2,0.7,1.1,0.625,0.5,0.6,0.7,0.8,0.1,1.1,1.3,0.3,0.3,0.1,0.6,1.6,2.4
256,Jeremy Lamb,SG,26,CHO,29,29,28.4,5.4,12.2,0.444,1.4,4,0.342,4,8.2,0.494,0.5,2.8,3.1,0.889,0.9,4.8,5.6,1.8,1.2,0.3,0.9,2.1,15
257,Zach LaVine,SG,23,CHI,28,28,35.3,8.4,18.7,0.45,1.7,5.1,0.326,6.8,13.6,0.497,0.495,5.2,6,0.869,0.4,4.4,4.9,4.8,1.1,0.5,4,2.2,23.8
258,Jake Layman,SF,24,POR,23,20,15.7,2.3,4.4,0.51,0.8,2.2,0.36,1.5,2.3,0.654,0.598,0.3,0.5,0.545,0.7,1.8,2.5,0.3,0.7,0.3,0.6,1.1,5.6
259,T.J. Leaf,PF,21,IND,16,0,7.3,1,2.6,0.39,0.1,0.7,0.182,0.9,1.9,0.467,0.415,0.2,0.3,0.75,0.6,1,1.6,0.3,0.1,0.1,0.3,0.6,2.3
260,Courtney Lee,SG,33,NYK,6,0,14,1.5,4.5,0.333,0.7,1.5,0.444,0.8,3,0.278,0.407,1,1.7,0.6,0.8,1.8,2.7,2,0.7,0.2,0.2,1.3,4.7
261,Damion Lee,SG,26,GSW,15,0,12.7,1.7,3.7,0.455,0.9,2,0.433,0.8,1.7,0.48,0.573,0.7,0.8,0.833,0.2,1.7,1.9,0.2,0.5,0,0.5,1.3,4.9
262,Alex Len,C,25,ATL,27,17,19.1,3.6,7.1,0.497,0.6,1.9,0.32,3,5.3,0.559,0.539,1.6,2.5,0.657,1.6,3.1,4.8,0.9,0.3,0.9,1.5,2.9,9.3
263,Kawhi Leonard,SF,27,TOR,24,24,35,9.3,18.9,0.491,1.9,4.9,0.381,7.4,14,0.53,0.541,5.8,6.8,0.859,1.3,7.1,8.4,3.1,1.8,0.6,2.1,1.7,26.3
264,Meyers Leonard,C,26,POR,26,0,12.5,1.8,3.7,0.505,0.8,1.7,0.467,1,1.9,0.54,0.616,0.8,1,0.846,1,3,4,1.1,0.3,0.1,0.6,1.5,5.3
265,Jon Leuer,PF,29,DET,15,1,10.3,1.9,3,0.622,0,0.3,0,1.9,2.7,0.683,0.622,0.7,0.9,0.769,0.8,1.7,2.5,0.4,0.3,0,0.5,1.4,4.4
266,Caris LeVert,SF,24,BRK,14,14,29.7,6.9,14.6,0.475,1.4,4.4,0.311,5.6,10.2,0.545,0.522,3.1,4.4,0.721,1,3.3,4.3,3.7,1.2,0.4,2.1,2.4,18.4
267,Damian Lillard,PG,28,POR,29,29,35.2,8.7,19.6,0.445,2.9,7.8,0.376,5.8,11.8,0.491,0.52,6.5,7.3,0.892,0.8,4.2,5,6,0.9,0.4,2.6,1.8,26.9
268,Jeremy Lin,PG,30,ATL,25,0,18.2,3.5,7,0.503,1.1,2.8,0.4,2.4,4.2,0.571,0.583,2.5,3,0.816,0.2,2,2.2,3.1,0.8,0.1,2,1.9,10.6
269,Shaun Livingston,PG,33,GSW,20,0,16.6,1.8,4,0.443,0,0.1,0,1.8,3.9,0.449,0.443,1,1.3,0.769,0.9,1.2,2.1,2.2,0.6,0.5,0.7,1.4,4.5
270,Zach Lofton,SG,26,DET,1,0,4,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,1,0,1,0,0
271,Kevon Looney,C,22,GSW,30,8,20.3,2.6,4.2,0.614,0,0.1,0,2.6,4.1,0.634,0.614,0.9,1.5,0.609,2.5,2.8,5.4,2,0.3,0.8,0.8,2.9,6.1
272,Brook Lopez,C,30,MIL,28,28,28,4.3,10,0.431,2.6,7,0.367,1.8,3,0.576,0.559,1,1.2,0.794,0.5,3.7,4.2,1.1,0.5,1.8,1,2.3,12.2
273,Robin Lopez,C,30,CHI,23,0,17,2.5,4.8,0.518,0.1,0.4,0.222,2.4,4.4,0.545,0.527,0.7,0.9,0.81,0.9,1.2,2.1,1,0.1,1,1.3,2,5.8
274,Kevin Love,PF,30,CLE,4,4,34,5.3,16.3,0.323,1.8,6,0.292,3.5,10.3,0.341,0.377,6.8,8.3,0.818,2.5,11,13.5,3.5,0.3,0.3,2.5,3.5,19
275,Kyle Lowry,PG,32,TOR,29,29,34.2,4.9,11.3,0.436,2.1,6.5,0.33,2.8,4.8,0.579,0.53,2.2,2.7,0.833,0.5,3.9,4.4,10,1.4,0.4,2.8,2.2,14.2
276,Jordan Loyd,PG,25,TOR,3,0,5.7,1,1,1,0.7,0.7,1,0.3,0.3,1,1.333,1.3,1.3,1,0.3,1.3,1.7,0.3,0,0,0.3,0.7,4
277,Timothe Luwawu-Cabarrot,SF,23,OKC,15,1,7.5,0.9,2.6,0.333,0.3,1.3,0.25,0.5,1.3,0.421,0.397,0.3,0.4,0.667,0.3,0.8,1.1,0.3,0.3,0.1,0.3,0.9,2.3
278,Tyler Lydon,PF,22,DEN,9,0,3.2,0.7,0.9,0.75,0.3,0.4,0.75,0.3,0.4,0.75,0.938,0.1,0.2,0.5,0.2,0.2,0.4,0,0,0,0.1,0.3,1.8
279,Trey Lyles,PF,23,DEN,29,1,20.7,3.7,8.9,0.409,0.8,3.4,0.235,2.9,5.6,0.516,0.454,1.7,2.4,0.686,0.8,4,4.7,1.5,0.6,0.5,1.6,1.7,9.8
280,Shelvin Mack,PG,28,MEM,29,1,24.9,3.2,7.5,0.433,1.1,2.7,0.405,2.1,4.8,0.449,0.507,1.1,1.7,0.688,0.4,1.7,2.1,3.2,1,0.1,1.3,1.7,8.7
281,Daryl Macon,SG,23,DAL,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
282,Ian Mahinmi,C,32,WAS,15,6,13.2,0.9,2.2,0.424,0.1,0.5,0.143,0.9,1.7,0.5,0.439,1.7,2.5,0.676,1.5,1.9,3.3,0.5,0.5,0.3,0.5,2.3,3.6
283,Thon Maker,C,21,MIL,20,0,12.2,1.8,4.2,0.417,0.9,2.7,0.34,0.9,1.6,0.548,0.524,0.6,1,0.6,0.5,2.4,2.9,0.6,0.2,0.6,0.3,1.4,5
284,Boban Marjanovic,C,30,LAC,22,6,11.3,2.8,4.5,0.626,0,0,0,2.8,4.5,0.633,0.626,2.4,3,0.776,1.9,3,4.9,0.5,0.4,0.7,1,1.7,8
285,Lauri Markkanen,PF,21,CHI,7,6,28.3,5.6,14.9,0.375,2.7,7.9,0.345,2.9,7,0.408,0.466,1.3,1.6,0.818,0.9,5.3,6.1,0.9,1.4,0.9,1.6,2.1,15.1
286,Jarell Martin,PF,24,ORL,17,1,9.4,1,2.8,0.354,0.2,1.1,0.211,0.8,1.7,0.448,0.396,0.3,0.3,1,0.3,1.6,1.9,0.6,0.1,0.2,0.4,1.1,2.5
287,Frank Mason,PG,24,SAC,24,0,13.5,1.8,4.7,0.384,0.3,1.6,0.184,1.5,3.1,0.486,0.415,1.2,1.6,0.718,0.1,1.2,1.3,2.9,0.5,0.2,1,0.9,5
288,Wesley Matthews,SG,32,DAL,24,24,30.8,4.9,11.6,0.424,2.4,6.1,0.388,2.5,5.5,0.466,0.527,2.5,3.3,0.769,0.5,1.9,2.4,2.4,0.9,0.2,1.2,2.3,14.7
289,Luc Mbah a Moute,PF,32,LAC,4,0,15.3,2,4.5,0.444,0.5,1.5,0.333,1.5,3,0.5,0.5,0.5,1.3,0.4,0.5,1.3,1.8,0.5,0.3,0.3,0.5,2,5
290,CJ McCollum,SG,27,POR,28,28,34.4,8.5,18.2,0.469,2.1,5.9,0.355,6.4,12.3,0.523,0.526,2.5,3,0.835,0.9,2.9,3.8,2.5,0.9,0.4,1.8,2.6,21.7
291,T.J. McConnell,PG,26,PHI,25,0,18.6,2.7,4.7,0.581,0.2,0.5,0.385,2.5,4.2,0.606,0.603,0.4,0.4,1,0.3,1.4,1.8,3,1,0.2,1.4,1.5,6
292,Doug McDermott,SF,27,IND,30,0,17.5,2.5,5.1,0.5,1.3,3.1,0.419,1.2,2,0.627,0.628,0.9,1.1,0.875,0.2,1.2,1.4,0.8,0.3,0.1,0.4,1.5,7.3
293,JaVale McGee,C,31,LAL,30,29,22.7,5.1,8.1,0.626,0,0.1,0.25,5,8,0.632,0.628,1.3,1.9,0.667,2.4,4,6.4,0.8,0.7,2.5,1.6,2.5,11.4
294,Rodney McGruder,SG,27,MIA,29,29,31,4.2,9.6,0.434,1.6,4.1,0.392,2.6,5.5,0.465,0.518,1.1,1.4,0.762,1.1,3.6,4.7,2.6,0.8,0.1,1.4,2.5,11.1
295,Alfonzo McKinnie,SF,26,GSW,21,0,16.1,2.4,5,0.49,1,2.2,0.435,1.5,2.8,0.534,0.587,0.4,0.9,0.474,1.4,2.8,4.1,0.5,0.1,0.3,0.5,2,6.2
296,Ben McLemore,SG,25,SAC,8,0,5.1,0.6,2.4,0.263,0.6,1.8,0.357,0,0.6,0,0.395,0,0.3,0,0,0.3,0.3,0.3,0,0,0.1,0.5,1.9
297,Jordan McRae,SG,27,WAS,5,0,5,0.2,1.6,0.125,0,0.4,0,0.2,1.2,0.167,0.125,0,0,,0,0.8,0.8,0.4,0.2,0.2,0,0,0.4
298,Salah Mejri,C,32,DAL,9,0,6.2,0.7,1.2,0.545,0,0.2,0,0.7,1,0.667,0.545,0.4,0.4,1,0.6,1.8,2.3,0.3,0,0.1,0.3,0.9,1.8
299,De'Anthony Melton,PG,20,PHO,13,5,18.5,2.8,7.1,0.402,1,3,0.333,1.8,4.1,0.453,0.473,0.4,0.5,0.833,0.3,2.4,2.7,3,1.3,0.2,1.8,2.2,7.1
300,Chimezie Metu,PF,21,SAS,18,0,5.8,0.9,2.3,0.381,0,0.1,0,0.9,2.2,0.4,0.381,0.7,0.8,0.8,0.4,1,1.4,0.6,0.3,0.1,0.6,0.4,2.4
301,Khris Middleton,SF,27,MIL,26,26,30.8,5.8,13.9,0.418,2.8,7.1,0.391,3,6.8,0.446,0.518,3,3.5,0.867,0.4,5.5,5.9,3.8,1.2,0.1,2.4,2.7,17.4
302,C.J. Miles,SF,31,TOR,26,1,15,1.7,5.4,0.321,1.1,3.5,0.308,0.7,1.9,0.347,0.421,0.8,1,0.778,0.2,1.4,1.7,0.7,0.4,0.2,0.6,1.6,5.3
303,Darius Miller,SF,28,NOP,27,0,21.1,2.1,5.1,0.406,1.5,4.1,0.364,0.6,1,0.571,0.551,0.5,0.6,0.824,0.2,1.1,1.3,1.6,0.7,0.2,0.7,2,6.1
304,Patty Mills,PG,30,SAS,30,0,24.9,3.3,7.6,0.432,1.7,4.3,0.395,1.6,3.3,0.48,0.544,1.2,1.5,0.841,0.3,2.3,2.6,2.8,0.5,0.2,1.1,1.5,9.5
305,Paul Millsap,PF,33,DEN,25,25,26.8,4.9,9.9,0.498,0.9,2.2,0.4,4,7.7,0.526,0.543,2.9,4,0.727,2.1,4.9,7,2,1.4,1.1,1.6,2.6,13.6
306,Shake Milton,SG,22,PHI,5,0,5.6,0.4,1.4,0.286,0.2,0.8,0.25,0.2,0.6,0.333,0.357,0,0,,0,0.2,0.2,0.8,0.2,0.2,0,0.8,1
307,Nikola Mirotic,PF,27,NOP,25,22,30,6,13.4,0.452,2.5,7.2,0.348,3.5,6.1,0.575,0.546,2.8,3.3,0.841,1.6,7.6,9.2,1,0.8,0.6,1.2,2.4,17.4
308,Donovan Mitchell,SG,22,UTA,26,26,32,7.8,18.3,0.426,2,6.5,0.306,5.8,11.8,0.492,0.48,3.3,4,0.827,0.4,2.5,3,3.2,1.7,0.3,2.5,2.7,20.9
309,Naz Mitrou-Long,SG,25,UTA,1,0,4,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,0
310,Malik Monk,SG,20,CHO,28,0,19.3,3.6,9.5,0.383,1.7,5.1,0.333,1.9,4.4,0.443,0.474,1.6,1.8,0.882,0.3,1.5,1.8,1.9,0.6,0.3,1.3,1.6,10.6
311,Greg Monroe,C,28,TOR,15,0,8,1.7,3.5,0.491,0,0.1,0,1.7,3.4,0.51,0.491,0.4,0.8,0.5,1.3,1.8,3.1,0.3,0.4,0,0.8,1.1,3.9
312,E'Twaun Moore,SF,29,NOP,28,24,29.9,5.7,11.3,0.505,1.5,3.5,0.429,4.2,7.8,0.539,0.571,1,1.5,0.707,0.9,1.6,2.4,2.1,0.7,0.2,1.3,2.6,13.9
313,Jaylen Morris,SG,23,MIL,4,0,7.3,1,2.5,0.4,0.3,0.8,0.333,0.8,1.8,0.429,0.45,0.3,0.5,0.5,0,1.3,1.3,1,0.5,0,0.3,0.3,2.5
314,Marcus Morris,PF,29,BOS,28,11,27.1,5.4,10.9,0.492,2.2,5.1,0.424,3.2,5.8,0.553,0.592,2,2.3,0.875,0.8,5.4,6.2,1.5,0.6,0.2,1.5,2.8,14.9
315,Markieff Morris,PF,29,WAS,29,15,26,4.2,9.5,0.447,1.4,4.2,0.341,2.8,5.2,0.533,0.524,1.5,1.9,0.796,1.1,4.1,5.2,1.7,0.7,0.6,1.4,3.3,11.4
316,Monte Morris,PG,23,DEN,29,1,24.9,4,8.5,0.476,1.1,2.5,0.444,2.9,6,0.489,0.541,0.7,0.9,0.778,0.4,2.3,2.7,4.1,1,0.1,0.7,1.2,9.9
317,Emmanuel Mudiay,PG,22,NYK,24,17,24.8,4.9,10.6,0.463,1,3.1,0.333,3.9,7.5,0.517,0.512,2.3,3,0.761,0.6,2.3,2.9,3.4,0.9,0.4,1.9,1.8,13.1
318,Jamal Murray,PG,21,DEN,29,28,34.4,6.7,15.8,0.422,1.4,4.8,0.3,5.2,10.9,0.476,0.468,2.7,3.2,0.859,0.9,3.6,4.4,4.7,0.9,0.4,2.4,2.1,17.5
319,Dzanan Musa,SG,19,BRK,7,0,3.7,0.9,2,0.429,0,0.9,0,0.9,1.1,0.75,0.429,0,0.3,0,0.1,0.3,0.4,0.1,0.3,0,0.4,0.1,1.7
320,Mike Muscala,PF,27,PHI,24,2,23.8,2.4,6.2,0.389,1.5,4.5,0.33,0.9,1.7,0.55,0.51,1.8,2.2,0.83,1.2,3.5,4.8,1.4,0.4,0.7,1,2.6,8.2
321,Svi Mykhailiuk,SF,21,LAL,19,0,11.6,1.2,3.5,0.328,0.8,2.3,0.349,0.4,1.3,0.292,0.44,0.4,0.7,0.538,0.3,0.6,0.9,0.9,0.4,0,0.7,0.6,3.5
322,Abdel Nader,SF,25,OKC,12,0,3.1,0.5,1,0.5,0,0.3,0,0.5,0.8,0.667,0.5,0,0,,0.1,0.8,0.8,0.1,0.2,0.1,0.4,0.3,1
323,Larry Nance,C,26,CLE,28,8,24.5,3.1,6,0.521,0.4,1,0.429,2.7,5,0.539,0.556,1.4,2,0.691,1.9,4.9,6.8,3,1.3,0.7,1.2,3,8.1
324,Shabazz Napier,PG,27,BRK,23,0,15,2.4,6.3,0.377,1,2.7,0.371,1.4,3.7,0.381,0.455,1.9,2.2,0.843,0.3,1.3,1.6,1.4,0.7,0.3,0.9,1.2,7.7
325,Raul Neto,PG,26,UTA,11,0,11.2,1.7,3.5,0.5,0.4,1.4,0.267,1.4,2.1,0.652,0.553,0.8,0.9,0.9,0.2,1,1.2,2.5,0.5,0,1,1,4.6
326,Georges Niang,PF,25,UTA,21,0,7.1,1.1,2.5,0.453,0.7,1.8,0.405,0.4,0.8,0.563,0.594,0.4,0.4,0.889,0.1,1.1,1.2,0.6,0.2,0,0.3,0.9,3.4
327,Joakim Noah,C,33,MEM,7,0,14.3,2,4.4,0.452,0,0,,2,4.4,0.452,0.452,1.3,2,0.643,1.1,2.3,3.4,0.9,0.4,0.7,1.6,2,5.3
328,Nerlens Noel,C,24,OKC,27,1,14.1,2.3,3.9,0.596,0,0,,2.3,3.9,0.596,0.596,0.9,1.2,0.719,2,3,5,0.4,1,1.4,0.6,2.4,5.4
329,Dirk Nowitzki,F,40,DAL,2,0,7.5,1,3,0.333,0,1,0,1,2,0.5,0.333,0.5,0.5,1,0,2.5,2.5,0,0,0,0.5,0.5,2.5
330,Frank Ntilikina,PG,20,NYK,28,14,22.3,2.5,6.8,0.361,0.9,3,0.294,1.6,3.8,0.415,0.427,0.7,0.8,0.864,0.1,1.8,1.9,2.6,0.8,0.4,1.5,2.5,6.5
331,James Nunnally,SF,28,MIN,8,0,5.8,0.6,1.9,0.333,0.3,1.1,0.222,0.4,0.8,0.5,0.4,0.5,0.5,1,0,0.4,0.4,0.6,0.1,0,0.1,0.4,2
332,Jusuf Nurkic,C,24,POR,29,29,26.6,5.3,11.2,0.478,0.1,0.8,0.13,5.2,10.4,0.505,0.483,3.6,4.8,0.761,3.9,6.6,10.5,2.5,1,1.3,2.1,3.1,14.4
333,David Nwaba,SG,26,CLE,17,3,16.5,2.2,4.9,0.446,0.4,1.6,0.25,1.8,3.2,0.545,0.488,1.6,2.6,0.636,0.5,2.4,2.9,0.7,0.6,0.4,0.4,1.5,6.4
334,Royce O'Neale,SF,25,UTA,30,3,17.3,1.7,3.8,0.456,0.5,1.4,0.381,1.2,2.4,0.5,0.526,0.4,0.6,0.667,0.3,2.7,3,1.4,0.5,0.1,0.9,1.8,4.4
335,Kyle O'Quinn,C,28,IND,15,0,6.9,1.2,2.6,0.462,0,0.3,0,1.2,2.3,0.514,0.462,0.4,0.4,1,0.8,1.8,2.6,1.3,0.2,0.5,0.5,1.3,2.8
336,Semi Ojeleye,PF,24,BOS,21,1,11.2,1.4,3.5,0.397,0.6,2,0.286,0.8,1.5,0.548,0.479,0.3,0.5,0.636,0.4,1.4,1.9,0.1,0.1,0,0.3,0.6,3.7
337,Jahlil Okafor,C,23,NOP,13,2,5.4,1.2,2.4,0.484,0,0,,1.2,2.4,0.484,0.484,0.5,0.5,1,0.8,0.8,1.5,0.1,0,0,0.5,0.9,2.8
338,Elie Okobo,PG,21,PHO,18,4,19.8,2.6,6.9,0.379,0.7,2.7,0.265,1.9,4.2,0.453,0.431,0.7,0.8,0.929,0.3,1.8,2.1,2.6,0.8,0.2,1.4,2.7,6.7
339,Josh Okogie,SG,20,MIN,21,7,18,2.4,6.1,0.395,0.8,2.5,0.302,1.7,3.6,0.461,0.457,1,1.3,0.741,0.6,2.2,2.9,0.9,0.8,0.3,0.9,1.7,6.6
340,Victor Oladipo,SG,26,IND,19,19,32.3,7.7,17.5,0.438,2.3,6.5,0.355,5.4,11,0.488,0.505,3.1,4.2,0.738,0.5,6.1,6.6,5.1,1.7,0.4,2.3,1.9,20.8
341,Kelly Olynyk,PF,27,MIA,28,5,20.8,3,6.8,0.442,1.5,4.4,0.344,1.5,2.4,0.618,0.553,2.4,3,0.8,1,3.4,4.4,2.1,0.7,0.4,1.4,2.4,9.9
342,Cedi Osman,SF,23,CLE,28,27,32,3.9,10.6,0.367,1.5,4.8,0.308,2.4,5.9,0.415,0.436,1.9,2.4,0.788,0.6,4.4,5,2.4,0.7,0.3,1.6,2.4,11.1
343,Kelly Oubre,SF,23,WAS,29,7,26,4.6,10.5,0.433,1.4,4.6,0.311,3.1,6,0.526,0.5,2.3,2.9,0.8,0.8,3.6,4.4,0.7,0.9,0.7,1,2.4,12.9
