Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
344,Zaza Pachulia,C,34,DET,26,0,12.9,1.2,3.2,0.386,0,0.1,0,1.2,3.1,0.395,0.386,1.9,2.3,0.803,1.8,2.6,4.4,1.4,0.7,0.2,0.7,2.2,4.3
345,Jabari Parker,PF,23,CHI,29,17,30.1,6.1,13.3,0.455,0.9,3.2,0.293,5.1,10.2,0.505,0.49,2.2,3,0.724,1.2,5.7,6.9,2.3,0.6,0.3,2.6,2.3,15.2
346,Tony Parker,PG,36,CHO,26,0,19.3,4,8.6,0.462,0.3,1,0.259,3.7,7.5,0.49,0.478,1.7,2.5,0.692,0.2,1.4,1.6,4.2,0.6,0.1,1.2,0.8,9.9
347,Chandler Parsons,SF,30,MEM,3,3,15.3,2.3,5.7,0.412,1,3.3,0.3,1.3,2.3,0.571,0.5,0,0,,0.3,1,1.3,0.7,0.3,0.3,0.7,2.3,5.7
348,Patrick Patterson,PF,29,OKC,28,3,15.4,1.4,4.2,0.331,0.8,2.7,0.293,0.6,1.5,0.395,0.424,0.5,0.8,0.609,0.8,1.9,2.7,0.5,0.4,0.2,0.4,1,4.1
349,Chris Paul,PG,33,HOU,23,23,34.1,5.5,13.3,0.412,2,5.9,0.348,3.4,7.4,0.462,0.489,3,3.8,0.795,0.7,3.7,4.3,8.1,2.1,0.3,3,2.6,16
350,Cameron Payne,PG,24,CHI,27,12,18,2.3,5.7,0.405,0.6,2.1,0.263,1.7,3.6,0.49,0.454,0.8,0.9,0.88,0.4,1.4,1.8,2.7,0.7,0.2,1.1,1.6,6
351,Elfrid Payton,PG,24,NOP,6,6,25.3,4,8.5,0.471,0.5,1.2,0.429,3.5,7.3,0.477,0.5,1.2,1.8,0.636,1.2,4,5.2,5.3,0.8,0.2,2,2.7,9.7
352,Theo Pinson,SG,23,BRK,3,0,5,0,1,0,0,0.7,0,0,0.3,0,0,0.7,0.7,1,0,0.3,0.3,1.3,0,0,0,0,0.7
353,Mason Plumlee,C,28,DEN,29,3,18.4,3,5.1,0.585,0,0.1,0.333,2.9,5,0.59,0.588,1.1,2.4,0.471,2.1,3.3,5.4,2.1,1.1,1,1.5,3.3,7.1
354,Miles Plumlee,C,30,ATL,16,0,9.7,1.9,2.8,0.682,0,0,,1.9,2.8,0.682,0.682,1,1.8,0.571,1,1.3,2.3,0.9,0.4,0.3,0.6,0.8,4.8
355,Jakob Poeltl,C,23,SAS,26,3,14.2,2.4,3.7,0.639,0,0,,2.4,3.7,0.639,0.639,1,1.4,0.694,2.3,2.7,4.9,1,0.2,0.7,0.8,1.4,5.7
356,Quincy Pondexter,SF,30,SAS,24,0,6.2,0.5,1.1,0.5,0.1,0.4,0.3,0.4,0.7,0.625,0.558,0.9,1,0.84,0.2,1,1.1,0.5,0.3,0,0.3,0.7,2.1
357,Otto Porter,SF,25,WAS,25,25,29.5,4.6,9.5,0.487,1.4,3.8,0.368,3.2,5.7,0.566,0.561,1,1.3,0.781,1,4.7,5.6,2,1.5,0.6,0.9,1.5,11.7
358,Bobby Portis,PF,23,CHI,7,4,24.6,4.3,10.3,0.417,0.7,2.6,0.278,3.6,7.7,0.463,0.451,1.4,2.4,0.588,1.4,7,8.4,1.4,0.4,0.9,1,2.9,10.7
359,Dwight Powell,C,27,DAL,25,0,16.6,3.1,5.3,0.583,0.3,1.6,0.175,2.8,3.7,0.761,0.61,2.4,3.1,0.779,1.3,3,4.2,1.1,0.6,0.6,1,2.8,8.8
360,Norman Powell,SG,25,TOR,11,2,14.9,1.8,3.8,0.476,0.8,2,0.409,1,1.8,0.55,0.583,0.5,0.7,0.75,0.2,1.8,2,0.9,0.5,0.1,0.7,1.5,5
361,Alex Poythress,PF,25,ATL,13,1,15,2,3.8,0.531,0.4,1.1,0.357,1.6,2.7,0.6,0.582,0.6,1.3,0.471,1.5,2.2,3.8,0.8,0.2,0.4,0.6,2.4,5
362,Zhou Qi,PF,23,HOU,1,0,1,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,2
363,Ivan Rabb,PF,21,MEM,9,0,6.3,0.9,1.4,0.615,0,0.1,0,0.9,1.3,0.667,0.615,0.3,0.6,0.6,0.4,1.7,2.1,0.7,0.1,0.1,0.9,1.3,2.1
364,Julius Randle,C,24,NOP,31,11,27.7,7.1,12.9,0.553,0.6,1.8,0.327,6.5,11.1,0.588,0.575,4.4,6.3,0.706,2.5,7,9.5,2.7,0.6,0.6,2.5,3.4,19.3
365,J.J. Redick,SG,34,PHI,31,18,31.1,6.2,14.2,0.435,2.7,7.8,0.35,3.5,6.4,0.54,0.532,3,3.3,0.931,0.3,2,2.2,3,0.2,0.2,1.5,2.1,18.2
366,Davon Reed,SG,23,IND,3,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0.3,0
367,Josh Richardson,SG,25,MIA,28,28,34.7,6.5,16,0.406,2.6,6.7,0.388,3.9,9.3,0.419,0.488,3,3.6,0.84,0.9,2.9,3.8,3.5,1.3,0.5,2.1,3.1,18.6
368,Malachi Richardson,SG,23,TOR,15,0,5.3,0.5,1.5,0.318,0.4,1.3,0.316,0.1,0.2,0.333,0.455,0.1,0.2,0.667,0.1,0.7,0.8,0,0.1,0,0.5,0.7,1.5
369,Austin Rivers,SG,26,WAS,29,2,23.6,2.6,6.7,0.392,1.1,3.7,0.311,1.5,3,0.489,0.477,0.9,1.6,0.543,0.4,2.1,2.4,2,0.6,0.3,1.2,2.5,7.2
370,Devin Robinson,SF,23,WAS,2,0,9,2,3.5,0.571,0,0,,2,3.5,0.571,0.571,1,1.5,0.667,1,2,3,0.5,1,0.5,0,1,5
371,Duncan Robinson,PF,24,MIA,4,0,7.3,0.5,1.5,0.333,0.5,1.5,0.333,0,0,,0.5,0,0,,0,1.3,1.3,0,0.3,0,0,0.3,1.5
372,Glenn Robinson,SF,25,DET,24,16,16,1.7,4.4,0.387,0.5,1.5,0.297,1.3,2.9,0.435,0.439,0.9,1.1,0.846,0.3,1.2,1.5,0.5,0.3,0.2,0.5,1,4.8
373,Jerome Robinson,SG,21,LAC,8,0,5,1.1,2.3,0.5,0.6,1.1,0.556,0.5,1.1,0.444,0.639,0,0,,0,0.4,0.4,0.1,0,0,0.1,0.8,2.9
374,Mitchell Robinson,C,20,NYK,28,12,17.2,2,3.2,0.64,0,0,,2,3.2,0.64,0.64,0.6,1.1,0.531,2.1,1.8,3.9,0.6,0.7,1.8,0.6,3.2,4.7
375,Rajon Rondo,PG,32,LAL,11,2,25.3,3.6,8,0.455,0.8,1.9,0.429,2.8,6.1,0.463,0.506,0.4,0.7,0.5,0.9,3.6,4.5,6.5,1.2,0,2.3,2.3,8.5
376,Derrick Rose,PG,30,MIN,27,6,29.5,7.3,14.6,0.5,1.6,3.3,0.483,5.7,11.3,0.505,0.555,2.5,3,0.84,0.7,2.2,2.9,4.4,0.7,0.3,1.8,1.2,18.7
377,Terrence Ross,SG,27,ORL,29,0,25.7,5.3,11.6,0.458,2.2,5.5,0.396,3.1,6.1,0.514,0.552,1.3,1.6,0.844,0.2,2.6,2.7,1.7,0.9,0.4,1.2,2,14.1
378,Terry Rozier,PG,24,BOS,29,2,23.2,3.1,8.1,0.386,1.4,3.8,0.36,1.8,4.3,0.408,0.47,0.9,1.2,0.714,0.5,3.7,4.2,2.6,0.9,0.2,0.9,1.7,8.5
379,Ricky Rubio,PG,28,UTA,30,30,29.5,4.4,11.3,0.391,1.3,4.3,0.313,3.1,7.1,0.439,0.45,2.7,3.2,0.842,0.3,3.2,3.5,6.1,1.5,0.2,2.9,2.8,12.9
380,D'Angelo Russell,PG,22,BRK,31,31,29,7,16.7,0.422,2.5,6.7,0.367,4.6,10,0.458,0.495,1.5,2,0.754,0.5,3.2,3.8,6,1.3,0.3,2.8,1.7,18
381,Domantas Sabonis,C,22,IND,28,1,24.7,5.6,9,0.622,0.2,0.2,0.833,5.4,8.8,0.616,0.631,2.7,3.6,0.752,2.5,7.4,9.9,3.1,0.5,0.6,2.5,3.2,14
382,Dario Saric,PF,24,TOT,28,14,27.1,3.9,9.3,0.423,1.5,4.6,0.328,2.4,4.7,0.515,0.504,1.7,1.9,0.906,1.6,4.6,6.3,1.7,0.5,0.2,1.4,2.5,11.1
382,Dario Saric,PF,24,PHI,13,13,30.5,3.7,10.2,0.364,1.6,5.4,0.3,2.1,4.8,0.435,0.443,2.1,2.3,0.9,1.6,5,6.6,2,0.3,0.2,1.9,3,11.1
382,Dario Saric,PF,24,MIN,15,1,24.1,4.1,8.5,0.484,1.4,3.9,0.362,2.7,4.7,0.586,0.566,1.4,1.5,0.913,1.7,4.3,5.9,1.4,0.6,0.1,0.9,2.1,11.1
383,Tomas Satoransky,SG,27,WAS,30,8,18.6,2,4.2,0.488,0.5,1.2,0.378,1.6,2.9,0.534,0.544,1.2,1.3,0.921,0.5,1.4,1.9,3,0.7,0.2,0.7,1.8,5.7
384,Dennis Schroder,PG,25,OKC,28,9,29.3,6.2,14.8,0.419,1.4,4.2,0.339,4.8,10.6,0.451,0.467,2.6,3.1,0.851,0.5,3.6,4.1,4.8,1.1,0.2,2.8,2.5,16.5
385,Mike Scott,PF,30,LAC,29,0,15.3,1.8,4.6,0.402,1.1,2.7,0.397,0.8,1.9,0.407,0.519,0.2,0.3,0.75,0.5,3.2,3.7,0.9,0.4,0.2,0.6,1.8,4.9
386,Thabo Sefolosha,SF,34,UTA,16,0,11.1,0.9,1.8,0.483,0.3,0.9,0.357,0.6,0.9,0.6,0.569,0.4,0.6,0.6,0.2,2.4,2.6,0.5,0.9,0.1,0.8,0.8,2.4
387,Wayne Selden,SG,24,MEM,24,0,15.9,2.2,5.5,0.405,0.7,2.2,0.308,1.5,3.3,0.468,0.466,0.7,0.9,0.81,0.5,0.8,1.3,1.3,0.4,0.2,0.8,1.7,5.8
388,Collin Sexton,PG,20,CLE,30,20,29.7,6.1,13.7,0.447,0.8,2,0.407,5.3,11.8,0.453,0.476,2.2,2.5,0.868,0.6,2.4,3,2.5,0.5,0.1,2.4,2.5,15.3
389,Landry Shamet,SG,21,PHI,31,2,20.9,2.7,6.2,0.445,1.8,4.5,0.41,0.9,1.7,0.538,0.594,0.8,1.1,0.788,0.3,1.2,1.5,1,0.5,0.1,0.5,1.9,8.2
390,Iman Shumpert,SG,28,SAC,24,22,25.8,3.3,7.7,0.424,1.8,4.8,0.379,1.4,2.8,0.5,0.543,0.9,1,0.875,0.4,2.8,3.1,1.9,1.3,0.3,0.9,2.5,9.2
391,Pascal Siakam,PF,24,TOR,31,30,29.9,5.7,9.5,0.604,0.7,1.9,0.367,5,7.5,0.665,0.642,2.2,2.8,0.784,1.3,4.9,6.2,2.7,1,0.7,1.6,2.9,14.4
392,Ben Simmons,PG,22,PHI,30,30,33.4,6.4,11.2,0.574,0,0,,6.4,11.2,0.574,0.574,3.1,5.2,0.59,2.1,6.9,9.1,7.9,1.5,0.8,3.4,2.8,15.9
393,Jonathon Simmons,SG,29,ORL,27,7,21.7,2.6,7.2,0.354,0.5,2.1,0.241,2,5.1,0.401,0.39,1.7,2,0.833,0.5,1.9,2.4,2.1,0.5,0.4,1.3,1.7,7.3
394,Anfernee Simons,SG,19,POR,5,0,6.8,1,3,0.333,0,1,0,1,2,0.5,0.333,0.2,0.8,0.25,0,1,1,0.2,0,0,0.6,0.2,2.2
395,Marcus Smart,SG,24,BOS,29,9,25.2,2.3,5.8,0.391,1.1,3.5,0.324,1.1,2.3,0.493,0.488,1.4,1.9,0.759,0.8,2,2.8,4.1,1.8,0.4,1.4,2.7,7.1
396,Dennis Smith,PG,21,DAL,21,21,28.4,5,11.3,0.437,1.3,3.8,0.354,3.6,7.6,0.478,0.496,1.8,2.7,0.667,0.6,2.4,3,4,1.3,0.5,3.3,2.6,13
397,Ish Smith,PG,30,DET,22,0,24.4,3.9,9.3,0.415,1.1,3.5,0.329,2.7,5.9,0.465,0.476,0.4,0.5,0.667,0,1.9,1.9,3,0.5,0.3,1.1,2.4,9.2
398,J.R. Smith,SG,33,CLE,11,4,20.2,2.5,7.2,0.342,1.1,3.5,0.308,1.4,3.6,0.375,0.418,0.7,0.9,0.8,0,1.6,1.6,1.9,1,0.3,1,1.7,6.7
399,Jason Smith,C-PF,32,TOT,13,1,10.4,1.2,3.1,0.375,0.3,0.8,0.364,0.8,2.2,0.379,0.425,0.8,0.9,0.833,1.1,2.1,3.2,0.9,0.1,0.4,0.6,1.7,3.4
399,Jason Smith,C,32,WAS,12,1,10.8,1.3,3.1,0.405,0.3,0.8,0.4,0.9,2.3,0.407,0.459,0.8,1,0.833,0.9,2.2,3.1,1,0.1,0.4,0.6,1.8,3.7
399,Jason Smith,PF,32,MIL,1,0,5,0,3,0,0,1,0,0,2,0,0,0,0,,3,1,4,0,0,0,1,1,0
400,Tony Snell,SG,27,MIL,28,2,16.9,2.1,5,0.421,1.1,3,0.357,1,2,0.518,0.529,0.9,1,0.889,0.4,1.5,1.9,0.7,0.4,0.1,0.3,1.1,6.1
401,Ray Spalding,PF,21,DAL,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
402,Omari Spellman,PF,21,ATL,22,8,18.2,2.2,5.8,0.386,0.9,2.7,0.317,1.4,3,0.448,0.461,1,1.3,0.75,1.9,2.5,4.5,1,0.8,0.6,0.7,1.5,6.3
403,Nik Stauskas,SG,25,POR,29,0,16.8,2.4,5.7,0.424,1.1,3.2,0.359,1.3,2.5,0.507,0.524,1,1.1,0.903,0.3,1.4,1.8,1.6,0.3,0.1,1.1,0.9,6.9
404,D.J. Stephens,SG,28,MEM,1,0,7,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,0,0,0,1,0,1,0,2
405,Lance Stephenson,SG,28,LAL,30,0,15.2,3,6.7,0.446,1,2.6,0.38,2,4.1,0.488,0.52,0.6,0.8,0.75,0.5,2.7,3.2,1.9,0.7,0.1,1.3,1.5,7.6
406,Edmond Sumner,PG,23,IND,7,0,4,0.3,1,0.286,0.1,0.4,0.333,0.1,0.6,0.25,0.357,0,0.3,0,0.3,0.1,0.4,0.1,0.1,0,0.4,0.6,0.7
407,Caleb Swanigan,PF,21,POR,12,0,9.4,0.9,2.9,0.314,0.1,0.3,0.25,0.8,2.6,0.323,0.329,0.3,0.4,0.8,0.9,2.6,3.5,0.4,0.3,0,1.1,1.3,2.3
408,Jayson Tatum,SF,20,BOS,29,29,31.2,6.2,13.2,0.466,1.8,4.4,0.395,4.4,8.8,0.502,0.533,2.6,3,0.841,1.3,5.2,6.5,1.8,1,0.5,1.6,2.2,16.7
409,Jeff Teague,PG,30,MIN,23,23,31.5,3.7,9.7,0.384,0.8,2.7,0.311,2.9,7.1,0.411,0.426,3.3,3.8,0.864,0.3,2,2.3,8.3,1,0.5,2.3,2.3,11.6
410,Garrett Temple,SG,32,MEM,29,29,31.8,3.6,8.1,0.443,1.5,4.3,0.355,2.1,3.8,0.541,0.536,1.6,2,0.81,0.4,2.8,3.1,1.4,1.1,0.3,1.1,3,10.3
411,Milos Teodosic,PG,31,LAC,15,0,10,1.1,2.7,0.425,0.7,1.8,0.37,0.5,0.9,0.538,0.55,0.3,0.5,0.571,0.2,0.9,1.1,2.1,0.2,0.1,1.4,1.8,3.2
412,Jared Terrell,SG,23,MIN,1,0,21,1,8,0.125,1,2,0.5,0,6,0,0.188,1,2,0.5,0,1,1,1,2,1,2,2,4
413,Daniel Theis,C,26,BOS,19,2,14.4,2.9,5.1,0.573,0.5,1.3,0.417,2.4,3.8,0.625,0.625,0.8,1.2,0.682,1.4,2.2,3.6,0.9,0.2,0.5,0.7,3.1,7.1
414,Khyri Thomas,SG,22,DET,5,0,5.4,0.6,1.8,0.333,0.4,1.2,0.333,0.2,0.6,0.333,0.444,0.2,0.4,0.5,0.4,1,1.4,0.6,0,0,0.4,0.2,1.8
415,Lance Thomas,PF,30,NYK,11,5,15.2,1.3,3.7,0.341,0.5,1.5,0.294,0.8,2.2,0.375,0.402,0.9,1,0.909,0.4,1.8,2.2,0.5,0.6,0.3,0.5,2,3.9
416,Klay Thompson,SG,28,GSW,30,30,34.7,8.9,19.8,0.449,2.8,7.9,0.352,6.1,12,0.513,0.518,2,2.5,0.811,0.3,3.8,4.2,1.9,1,0.6,1.9,1.9,22.6
417,Tristan Thompson,C,27,CLE,27,27,30.3,5.2,9.5,0.551,0,0,,5.2,9.5,0.551,0.551,1.5,2.5,0.612,5,6.6,11.6,2.1,0.8,0.4,1.5,2.3,12
418,Sindarius Thornwell,SG,24,LAC,15,0,6.8,0.5,1.2,0.389,0.1,0.5,0.143,0.4,0.7,0.545,0.417,0.3,0.3,1,0,1.2,1.2,0.5,0.1,0.1,0.5,1.3,1.3
419,Anthony Tolliver,PF,33,MIN,18,0,16.1,1.4,3.4,0.426,1.2,3.1,0.4,0.2,0.3,0.667,0.607,0.4,0.7,0.583,0.4,1.9,2.3,0.7,0.4,0.4,0.7,1.7,4.5
420,Karl-Anthony Towns,C,23,MIN,29,29,33.8,7.9,16,0.492,1.8,4.7,0.39,6,11.3,0.535,0.55,4.1,4.8,0.857,3.2,8.6,11.8,2.5,0.9,1.7,3.2,3.7,21.7
421,Gary Trent,SG,20,POR,3,0,6.7,1.3,4.3,0.308,0.7,1.7,0.4,0.7,2.7,0.25,0.385,0,0.7,0,0,1.3,1.3,0,0,0,0.3,0.3,3.3
422,Allonzo Trier,SG,23,NYK,27,3,23.3,3.8,8.1,0.47,0.7,1.7,0.391,3.1,6.4,0.491,0.511,3,3.6,0.816,0.6,2.5,3.1,1.9,0.4,0.4,1.9,1.6,11.3
423,P.J. Tucker,PF,33,HOU,28,28,34.9,2.7,6.5,0.415,1.9,4.7,0.402,0.8,1.8,0.451,0.56,0.4,0.6,0.647,1.4,4.7,6.1,1,1.1,0.4,0.9,3,7.7
424,Evan Turner,PG,30,POR,28,0,25.7,3.5,7.5,0.462,0.1,1,0.138,3.3,6.5,0.514,0.471,1,1.6,0.636,0.6,4.5,5.1,4.3,0.8,0.3,1.9,2,8.1
425,Myles Turner,C,22,IND,29,29,27.8,5.2,10.6,0.49,0.6,1.8,0.346,4.6,8.8,0.52,0.52,1.7,2.4,0.71,1.3,5.3,6.6,1.6,0.4,2.7,1.7,2.7,12.7
426,Ekpe Udoh,C,31,UTA,20,0,5.8,0.8,1,0.842,0,0,,0.8,1,0.842,0.842,0.3,0.5,0.5,0.2,0.9,1.1,0.4,0.1,0.5,0.3,0.9,1.9
427,Tyler Ulis,PG,23,CHI,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
428,Jonas Valanciunas,C,26,TOR,30,10,18.8,5,8.6,0.575,0.3,1,0.3,4.7,7.6,0.611,0.593,2.6,3.1,0.819,1.8,5.4,7.2,1,0.4,0.8,1.3,2.7,12.8
429,Fred VanVleet,PG,24,TOR,27,6,24.9,3.6,8.4,0.425,1.5,4,0.367,2.1,4.3,0.479,0.513,1.1,1.4,0.769,0.4,2,2.4,4.5,0.9,0.1,1.4,1.6,9.7
430,Noah Vonleh,PF,23,NYK,31,24,26.3,2.9,6.1,0.481,0.8,2.1,0.406,2.1,4,0.52,0.55,1.6,2.3,0.718,1.8,6.4,8.2,2.3,0.7,0.9,1.3,2.6,8.4
431,Nikola Vucevic,C,28,ORL,29,29,30.8,8.5,15.9,0.535,1.2,3.1,0.404,7.2,12.8,0.566,0.574,2.3,2.8,0.84,2.4,9.3,11.7,3.7,1,1,2.1,2.1,20.6
432,Dwyane Wade,SG,37,MIA,21,0,25.5,5.3,12.7,0.419,1.6,4.4,0.366,3.7,8.3,0.448,0.483,2.4,3.5,0.685,1.1,2.5,3.6,3.8,0.5,0.6,2.5,1.8,14.7
433,Moritz Wagner,C,21,LAL,7,0,6.3,1.4,3.4,0.417,0.7,1.6,0.455,0.7,1.9,0.385,0.521,0.3,0.6,0.5,0.1,1.3,1.4,0.7,0.1,0,0.4,0.9,3.9
434,Kemba Walker,PG,28,CHO,29,29,34.7,8.3,19.7,0.42,3.2,9.2,0.346,5.1,10.5,0.485,0.501,5.2,6.2,0.829,0.4,4.1,4.5,6.3,1.3,0.4,2.6,1.7,24.9
435,John Wall,PG,28,WAS,28,28,34.8,8,17.7,0.452,1.6,5.1,0.313,6.4,12.6,0.509,0.497,3.9,5.8,0.673,0.5,3.1,3.6,8.9,1.6,1,3.5,2.3,21.5
436,Tyrone Wallace,PG,24,LAC,19,0,7.6,1.4,3.3,0.419,0,0.3,0,1.4,2.9,0.464,0.419,0.5,1.1,0.5,0.3,0.8,1.1,0.5,0.2,0.1,0.4,0.9,3.3
437,Taurean Waller-Prince,SF,24,ATL,21,20,28.7,5.2,12.1,0.431,2.4,6.6,0.367,2.8,5.5,0.509,0.531,2.1,2.6,0.833,0.3,3.7,4,2.3,1.1,0.3,2.6,3,15
438,Brad Wanamaker,PG,29,BOS,11,0,7.9,1.2,2.5,0.481,0.4,0.8,0.444,0.8,1.6,0.5,0.556,0.5,0.5,0.833,0,1,1,1.4,0.2,0,0.7,0.2,3.2
439,T.J. Warren,SF,25,PHO,24,17,29.3,7,13.6,0.515,1.8,4,0.448,5.2,9.6,0.543,0.581,2.3,2.7,0.859,0.8,3.3,4,1.3,0.8,0.8,1.1,2.8,18.1
440,Yuta Watanabe,SG,24,MEM,2,0,6,0,0.5,0,0,0.5,0,0,0,,0,1,1,1,0,2,2,0,0,0.5,0.5,0,1
441,Thomas Welsh,C,22,DEN,6,0,2.2,0.3,0.5,0.667,0.2,0.3,0.5,0.2,0.2,1,0.833,0,0,,0,0.5,0.5,0.3,0,0,0.2,0.2,0.8
442,Russell Westbrook,PG,30,OKC,20,20,34.1,8.2,18.9,0.435,1.3,5.1,0.248,7,13.8,0.504,0.468,3.5,5.6,0.616,1.3,9.2,10.5,10,2.4,0.3,4.5,3.4,21.1
443,Derrick White,PG,24,SAS,21,10,20.6,2.3,5.9,0.39,0.4,1.5,0.25,1.9,4.3,0.44,0.423,0.7,0.9,0.778,0.2,2.5,2.7,3.3,0.8,0,1.4,1.4,5.6
444,Okaro White,PF,26,WAS,3,0,2,0,0.7,0,0,0.7,0,0,0,,0,0,0,,0.3,0.3,0.7,0,0,0,0,0,0
445,Hassan Whiteside,C,29,MIA,24,24,26.5,5.6,10.6,0.525,0.1,0.5,0.154,5.5,10.1,0.545,0.529,2.1,4.5,0.468,4.2,9.2,13.3,0.8,0.6,2.9,1.7,3,13.4
446,Andrew Wiggins,SF,23,MIN,25,25,33.1,6.2,15.3,0.403,1.8,5.1,0.362,4.3,10.2,0.424,0.463,2.1,3,0.716,0.8,3.1,3.9,2.2,1.3,0.6,1.7,2,16.3
447,C.J. Williams,SG,28,MIN,6,0,8.8,0.8,2.3,0.357,0,1,0,0.8,1.3,0.625,0.357,0,0,,0,0.3,0.3,0.5,0.2,0,0.5,1.7,1.7
448,Johnathan Williams,C,23,LAL,6,0,14.2,1.8,3.2,0.579,0,0,,1.8,3.2,0.579,0.579,0.2,0.8,0.2,1.8,1.7,3.5,0.7,0.2,0.5,0.3,3.2,3.8
449,Kenrich Williams,SF,24,NOP,7,0,4.6,0.4,1.1,0.375,0.1,0.4,0.333,0.3,0.7,0.4,0.438,0,0,,0,0.7,0.7,0,0,0,0.1,1,1
450,Lou Williams,SG,32,LAC,26,0,25.2,5.5,13.9,0.398,1.2,3.6,0.344,4.3,10.3,0.416,0.442,4.9,5.2,0.941,0.5,2,2.6,4.5,0.5,0.1,2.3,0.9,17.2
451,Marvin Williams,PF,32,CHO,28,28,25.6,3.2,7.6,0.425,1.7,4.7,0.366,1.5,2.9,0.519,0.538,0.7,1.1,0.667,0.8,4.5,5.3,1,0.8,0.7,0.5,2.1,8.9
452,Robert Williams,C,21,BOS,13,0,7.6,1.1,1.5,0.7,0,0,,1.1,1.5,0.7,0.7,0.2,0.3,0.5,0.9,1.7,2.6,0.1,0.1,1.3,0.2,0.8,2.3
453,Troy Williams,SF,24,SAC,16,0,14.9,2.3,4.8,0.481,0.9,2.2,0.4,1.4,2.6,0.548,0.571,0.5,0.8,0.615,0.4,2.3,2.8,0.4,0.6,0.4,0.3,1.9,6
454,D.J. Wilson,PF,22,MIL,2,0,9.5,2.5,3.5,0.714,1.5,2.5,0.6,1,1,1,0.929,0.5,1,0.5,0,0.5,0.5,0,1,0,0.5,2,7
455,Justise Winslow,PF,22,MIA,25,12,28.1,3.8,9.8,0.39,1.2,3.4,0.369,2.6,6.5,0.401,0.453,1.6,2.3,0.672,1,4,5.1,3.4,0.9,0.4,2.1,2.4,10.5
456,Christian Wood,PF,23,MIL,6,0,6.2,1.5,2.8,0.529,0.3,0.7,0.5,1.2,2.2,0.538,0.588,0.8,1,0.833,0.7,2,2.7,0.3,0,0,0.3,0.3,4.2
457,Delon Wright,PG,26,TOR,27,1,17.1,2.4,5.4,0.435,0.7,1.9,0.365,1.7,3.5,0.474,0.5,0.7,0.7,1,0.8,1.6,2.4,1.8,0.7,0.3,0.8,0.9,6.1
458,Guerschon Yabusele,PF,23,BOS,14,0,5.4,0.6,1.8,0.32,0.1,0.7,0.2,0.4,1.1,0.4,0.36,0.5,0.6,0.875,0.5,0.6,1.1,0.4,0.3,0.1,0.1,0.9,1.8
459,Nick Young,G-F,33,DEN,2,0,7.5,1.5,2,0.75,1.5,2,0.75,0,0,,1.125,0,0,,0,0.5,0.5,0,0,0,1,1,4.5
460,Thaddeus Young,PF,30,IND,30,30,29.5,5,9.8,0.508,0.3,1.3,0.25,4.7,8.5,0.549,0.525,1.2,2,0.617,2.1,3.8,5.9,1.6,1.5,0.4,1.2,2.2,11.6
461,Trae Young,PG,20,ATL,29,29,29.3,5.5,14.5,0.378,1.3,5.4,0.241,4.2,9.1,0.46,0.423,3.1,4,0.791,0.6,2.1,2.7,7.2,0.7,0.3,3.9,1.5,15.4
462,Cody Zeller,C,26,CHO,28,28,24.7,3.9,6.7,0.588,0.1,0.4,0.333,3.8,6.3,0.606,0.599,1.8,2.1,0.864,2.1,3.8,5.9,2,0.8,0.8,1.2,3.2,9.8
463,Ante Zizic,C,22,CLE,19,1,9.3,1.4,2.6,0.52,0,0,,1.4,2.6,0.52,0.52,0.8,1.4,0.615,1,1.8,2.8,0.4,0.1,0.1,0.9,1.2,3.6
464,Ivica Zubac,C,21,LAL,10,0,7.2,1,2,0.5,0,0,,1,2,0.5,0.5,0.4,0.4,1,1,1.7,2.7,0.3,0.1,0.3,0.4,1.2,2.4
